"icd_code","icd_version","long_title"
"S9032XA",10,"Contusion of left foot, initial encounter"
"N179",10,"Acute kidney failure, unspecified"
"I252",10,"Old myocardial infarction"
"I272",10,"Other secondary pulmonary hypertension"
"I509",10,"Heart failure, unspecified"
"I4891",10,"Unspecified atrial fibrillation"
"I252",10,"Old myocardial infarction"
"E11621",10,"Type 2 diabetes mellitus with foot ulcer"
"Z87891",10,"Personal history of nicotine dependence"
"D649",10,"Anemia, unspecified"
"N183",10,"Chronic kidney disease, stage 3 (moderate)"
"E039",10,"Hypothyroidism, unspecified"
"I7789",10,"Other specified disorders of arteries and arterioles"
"E785",10,"Hyperlipidemia, unspecified"
"F329",10,"Major depressive disorder, single episode, unspecified"
"E1122",10,"Type 2 diabetes mellitus with diabetic chronic kidney disease"
"L03116",10,"Cellulitis of left lower limb"
"I130",10,"Hypertensive heart and chronic kidney disease with heart failure and stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease"
"L97529",10,"Non-pressure chronic ulcer of other part of left foot with unspecified severity"
"Z794",10,"Long term (current) use of insulin"
"M109",10,"Gout, unspecified"
"E11649",10,"Type 2 diabetes mellitus with hypoglycemia without coma"
"I2510",10,"Atherosclerotic heart disease of native coronary artery without angina pectoris"
"E669",10,"Obesity, unspecified"
"I701",10,"Atherosclerosis of renal artery"
"Z955",10,"Presence of coronary angioplasty implant and graft"
"Z7902",10,"Long term (current) use of antithrombotics/antiplatelets"
"Z6830",10,"Body mass index (BMI) 30.0-30.9, adult"
"41401",9,"Coronary atherosclerosis of native coronary artery"
"40390",9,"Hypertensive chronic kidney disease, unspecified, with chronic kidney disease stage I through stage IV, or unspecified"
"311",9,"Depressive disorder, not elsewhere classified"
"V5861",9,"Long-term (current) use of anticoagulants"
"E9320",9,"Adrenal cortical steroids causing adverse effects in therapeutic use"
"V4582",9,"Percutaneous transluminal coronary angioplasty status"
"5849",9,"Acute kidney failure, unspecified"
"V8537",9,"Body Mass Index 37.0-37.9, adult"
"412",9,"Old myocardial infarction"
"2724",9,"Other and unspecified hyperlipidemia"
"33829",9,"Other chronic pain"
"5853",9,"Chronic kidney disease, Stage III (moderate)"
"V5867",9,"Long-term (current) use of insulin"
"25040",9,"Diabetes with renal manifestations, type II or unspecified type, not stated as uncontrolled"
"42731",9,"Atrial fibrillation"
"2859",9,"Anemia, unspecified"
"V0179",9,"Contact with or exposure to other viral diseases"
"71940",9,"Pain in joint, site unspecified"
"E9444",9,"Other diuretics causing adverse effects in therapeutic use"
"4280",9,"Congestive heart failure, unspecified"
"27800",9,"Obesity, unspecified"
"36230",9,"Retinal vascular occlusion, unspecified"
"2749",9,"Gout, unspecified"
"V1582",9,"Personal history of tobacco use"
"I701",10,"Atherosclerosis of renal artery"
"T45515A",10,"Adverse effect of anticoagulants, initial encounter"
"Y929",10,"Unspecified place or not applicable"
"R791",10,"Abnormal coagulation profile"
"E785",10,"Hyperlipidemia, unspecified"
"N170",10,"Acute kidney failure with tubular necrosis"
"D649",10,"Anemia, unspecified"
"T501X5A",10,"Adverse effect of loop [high-ceiling] diuretics, initial encounter"
"Z955",10,"Presence of coronary angioplasty implant and graft"
"F419",10,"Anxiety disorder, unspecified"
"E860",10,"Dehydration"
"F329",10,"Major depressive disorder, single episode, unspecified"
"I252",10,"Old myocardial infarction"
"I5032",10,"Chronic diastolic (congestive) heart failure"
"T465X5A",10,"Adverse effect of other antihypertensive drugs, initial encounter"
"E039",10,"Hypothyroidism, unspecified"
"E871",10,"Hypo-osmolality and hyponatremia"
"E1122",10,"Type 2 diabetes mellitus with diabetic chronic kidney disease"
"M109",10,"Gout, unspecified"
"E669",10,"Obesity, unspecified"
"Z6833",10,"Body mass index (BMI) 33.0-33.9, adult"
"I2510",10,"Atherosclerotic heart disease of native coronary artery without angina pectoris"
"I4891",10,"Unspecified atrial fibrillation"
"Z7901",10,"Long term (current) use of anticoagulants"
"Z87891",10,"Personal history of nicotine dependence"
"N184",10,"Chronic kidney disease, stage 4 (severe)"
"Z794",10,"Long term (current) use of insulin"
"I130",10,"Hypertensive heart and chronic kidney disease with heart failure and stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease"
"G8929",10,"Other chronic pain"
"V5861",9,"Long-term (current) use of anticoagulants"
"25040",9,"Diabetes with renal manifestations, type II or unspecified type, not stated as uncontrolled"
"42731",9,"Atrial fibrillation"
"2724",9,"Other and unspecified hyperlipidemia"
"5853",9,"Chronic kidney disease, Stage III (moderate)"
"V5867",9,"Long-term (current) use of insulin"
"41401",9,"Coronary atherosclerosis of native coronary artery"
"412",9,"Old myocardial infarction"
"30183",9,"Borderline personality disorder"
"2749",9,"Gout, unspecified"
"45981",9,"Venous (peripheral) insufficiency, unspecified"
"40390",9,"Hypertensive chronic kidney disease, unspecified, with chronic kidney disease stage I through stage IV, or unspecified"
"32723",9,"Obstructive sleep apnea (adult)(pediatric)"
"42833",9,"Acute on chronic diastolic heart failure"
"V1582",9,"Personal history of tobacco use"
"V4582",9,"Percutaneous transluminal coronary angioplasty status"
"4280",9,"Congestive heart failure, unspecified"
"27800",9,"Obesity, unspecified"
"I959",10,"Hypotension, unspecified"
"G1221",10,"Amyotrophic lateral sclerosis"
"R569",10,"Unspecified convulsions"
"I10",10,"Essential (primary) hypertension"
"I319",10,"Disease of pericardium, unspecified"
"I214",10,"Non-ST elevation (NSTEMI) myocardial infarction"
"T17990A",10,"Other foreign object in respiratory tract, part unspecified in causing asphyxiation, initial encounter"
"Y92230",10,"Patient room in hospital as the place of occurrence of the external cause"
"Z930",10,"Tracheostomy status"
"J95851",10,"Ventilator associated pneumonia"
"E119",10,"Type 2 diabetes mellitus without complications"
"Z794",10,"Long term (current) use of insulin"
"I2510",10,"Atherosclerotic heart disease of native coronary artery without angina pectoris"
"N390",10,"Urinary tract infection, site not specified"
"R4182",10,"Altered mental status, unspecified"
"G3109",10,"Other frontotemporal dementia"
"F259",10,"Schizoaffective disorder, unspecified"
"Z9911",10,"Dependence on respirator [ventilator] status"
"D721",10,"Eosinophilia"
"J95851",10,"Ventilator associated pneumonia"
"N179",10,"Acute kidney failure, unspecified"
"G1221",10,"Amyotrophic lateral sclerosis"
"B965",10,"Pseudomonas (aeruginosa) (mallei) (pseudomallei) as the cause of diseases classified elsewhere"
"E873",10,"Alkalosis"
"N141",10,"Nephropathy induced by other drugs, medicaments and biological substances"
"N10",10,"Acute pyelonephritis"
"B9620",10,"Unspecified Escherichia coli [E. coli] as the cause of diseases classified elsewhere"
"Z7982",10,"Long term (current) use of aspirin"
"I214",10,"Non-ST elevation (NSTEMI) myocardial infarction"
"J9610",10,"Chronic respiratory failure, unspecified whether with hypoxia or hypercapnia"
"Z931",10,"Gastrostomy status"
"Z781",10,"Physical restraint status"
"G9340",10,"Encephalopathy, unspecified"
"Z9911",10,"Dependence on respirator [ventilator] status"
"E119",10,"Type 2 diabetes mellitus without complications"
"G40909",10,"Epilepsy, unspecified, not intractable, without status epilepticus"
"Z6829",10,"Body mass index (BMI) 29.0-29.9, adult"
"T360X5A",10,"Adverse effect of penicillins, initial encounter"
"N390",10,"Urinary tract infection, site not specified"
"Y92230",10,"Patient room in hospital as the place of occurrence of the external cause"
"F259",10,"Schizoaffective disorder, unspecified"
"Z430",10,"Encounter for attention to tracheostomy"
"Z4689",10,"Encounter for fitting and adjustment of other specified devices"
"Z434",10,"Encounter for attention to other artificial openings of digestive tract"
"G1221",10,"Amyotrophic lateral sclerosis"
"J9809",10,"Other diseases of bronchus, not elsewhere classified"
"G40909",10,"Epilepsy, unspecified, not intractable, without status epilepticus"
"Z930",10,"Tracheostomy status"
"Z794",10,"Long term (current) use of insulin"
"E119",10,"Type 2 diabetes mellitus without complications"
"D649",10,"Anemia, unspecified"
"I319",10,"Disease of pericardium, unspecified"
"Z9911",10,"Dependence on respirator [ventilator] status"
"J9621",10,"Acute and chronic respiratory failure with hypoxia"
"Z8546",10,"Personal history of malignant neoplasm of prostate"
"I2510",10,"Atherosclerotic heart disease of native coronary artery without angina pectoris"
"E785",10,"Hyperlipidemia, unspecified"
"Z951",10,"Presence of aortocoronary bypass graft"
"I6521",10,"Occlusion and stenosis of right carotid artery"
"I081",10,"Rheumatic disorders of both mitral and tricuspid valves"
"Z8571",10,"Personal history of Hodgkin lymphoma"
"G4733",10,"Obstructive sleep apnea (adult) (pediatric)"
"Z952",10,"Presence of prosthetic heart valve"
"Z955",10,"Presence of coronary angioplasty implant and graft"
"V4581",9,"Aortocoronary bypass status"
"V1254",9,"Personal history of transient ischemic attack (TIA), and cerebral infarction without residual deficits"
"42732",9,"Atrial flutter"
"V422",9,"Heart valve replaced by transplant"
"V422",10,"Person on outside of car injured in collision with two- or three-wheeled motor vehicle in nontraffic accident"
"V5866",9,"Long-term (current) use of aspirin"
"V5861",9,"Long-term (current) use of anticoagulants"
"V4582",9,"Percutaneous transluminal coronary angioplasty status"
"V1046",9,"Personal history of malignant neoplasm of prostate"
"41400",9,"Coronary atherosclerosis of unspecified type of vessel, native or graft"
"20190",9,"Hodgkin's disease, unspecified type, unspecified site, extranodal and solid organ sites"
"J45909",10,"Unspecified asthma, uncomplicated"
"Z8571",10,"Personal history of Hodgkin lymphoma"
"R21",10,"Rash and other nonspecific skin eruption"
"I25110",10,"Atherosclerotic heart disease of native coronary artery with unstable angina pectoris"
"I5022",10,"Chronic systolic (congestive) heart failure"
"Z8249",10,"Family history of ischemic heart disease and other diseases of the circulatory system"
"I110",10,"Hypertensive heart disease with heart failure"
"Z8673",10,"Personal history of transient ischemic attack (TIA), and cerebral infarction without residual deficits"
"Z955",10,"Presence of coronary angioplasty implant and graft"
"Z8546",10,"Personal history of malignant neoplasm of prostate"
"I6522",10,"Occlusion and stenosis of left carotid artery"
"Z87891",10,"Personal history of nicotine dependence"
"I4892",10,"Unspecified atrial flutter"
"Z7902",10,"Long term (current) use of antithrombotics/antiplatelets"
"Z951",10,"Presence of aortocoronary bypass graft"
"Z952",10,"Presence of prosthetic heart valve"
"E785",10,"Hyperlipidemia, unspecified"
"V153",9,"Personal history of irradiation, presenting hazards to health"
"V153",10,"Person boarding or alighting a pedal cycle injured in collision with railway train or railway vehicle"
"2749",9,"Gout, unspecified"
"41401",9,"Coronary atherosclerosis of native coronary artery"
"V1046",9,"Personal history of malignant neoplasm of prostate"
"4241",9,"Aortic valve disorders"
"V4582",9,"Percutaneous transluminal coronary angioplasty status"
"49390",9,"Asthma, unspecified type, unspecified"
"V4577",9,"Acquired absence of organ, genital organs"
"V8741",9,"Personal history of antineoplastic chemotherapy"
"V1079",9,"Personal history of other lymphatic and hematopoietic neoplasms"
"41189",9,"Other acute and subacute forms of ischemic heart disease, other"
"V4579",9,"Other acquired absence of organ"
"V4986",9,"Do not resuscitate status"
"V8741",9,"Personal history of antineoplastic chemotherapy"
"V153",9,"Personal history of irradiation, presenting hazards to health"
"V153",10,"Person boarding or alighting a pedal cycle injured in collision with railway train or railway vehicle"
"4019",9,"Unspecified essential hypertension"
"V1072",9,"Personal history of hodgkin's disease"
"V1046",9,"Personal history of malignant neoplasm of prostate"
"49390",9,"Asthma, unspecified type, unspecified"
"2724",9,"Other and unspecified hyperlipidemia"
"41401",9,"Coronary atherosclerosis of native coronary artery"
"V1582",9,"Personal history of tobacco use"
"V1079",9,"Personal history of other lymphatic and hematopoietic neoplasms"
"41401",9,"Coronary atherosclerosis of native coronary artery"
"2724",9,"Other and unspecified hyperlipidemia"
"V153",9,"Personal history of irradiation, presenting hazards to health"
"V153",10,"Person boarding or alighting a pedal cycle injured in collision with railway train or railway vehicle"
"V4582",9,"Percutaneous transluminal coronary angioplasty status"
"V1046",9,"Personal history of malignant neoplasm of prostate"
"3968",9,"Multiple involvement of mitral and aortic valves"
"49390",9,"Asthma, unspecified type, unspecified"
"4142",9,"Chronic total occlusion of coronary artery"
"V8741",9,"Personal history of antineoplastic chemotherapy"
"E876",10,"Hypokalemia"
"Y92230",10,"Patient room in hospital as the place of occurrence of the external cause"
"T508X5A",10,"Adverse effect of diagnostic agents, initial encounter"
"F28",10,"Other psychotic disorder not due to a substance or known physiological condition"
"E785",10,"Hyperlipidemia, unspecified"
"N189",10,"Chronic kidney disease, unspecified"
"J449",10,"Chronic obstructive pulmonary disease, unspecified"
"Z794",10,"Long term (current) use of insulin"
"F319",10,"Bipolar disorder, unspecified"
"Z915",10,"Personal history of self-harm"
"B954",10,"Other streptococcus as the cause of diseases classified elsewhere"
"A047",10,"Enterocolitis due to Clostridium difficile"
"I129",10,"Hypertensive chronic kidney disease with stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease"
"K047",10,"Periapical abscess without sinus"
"N141",10,"Nephropathy induced by other drugs, medicaments and biological substances"
